
=== Sheet: Get External ===
No data found in this sheet.

=== Sheet: STOK PACUL ===
Data starts at row 1
R1: NoItemCOPY | RakBarang | NoItem | NamaItem | Quantity | NOTE | STS | SO+BR DTG | CATATAN |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R38: 2DP-E4451-00 | FILTER UDARA Y.NMAX ORI | D | F:=IFERROR(VLOOKUP(A38,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R39: 2DP-E7465-00 | SEAL PULLY / SIL PULLY Y.NMAX ORI | D | F:=IFERROR(VLOOKUP(A39,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R40: 2DP-E7465-10 | ORING PULLY Y.NMAX ORI | D | F:=IFERROR(VLOOKUP(A40,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R41: 2PH-H2370-10 | COP BUSI Y.MIO ORI (PK) | D | F:=IFERROR(VLOOKUP(A41,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R42: 2PH-WE763-00 | ROLLER Y.MIO M3 ORI (1SET) | D | F:=IFERROR(VLOOKUP(A42,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R43: 30510-K25-901 | COIL H.BEAT FI NON ESP ORI | D | F:=IFERROR(VLOOKUP(A43,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R44: 31917-K0R-V01 | BUSI LMAR8L-9 DENSO ORI | D | F:=IFERROR(VLOOKUP(A44,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R45: 35160-K20-T21 | SAKLAR STATER H.BEAT FI/VARIO 125 ORI (PK) | D | F:=IFERROR(VLOOKUP(A45,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R46: 35170-KYZ-901 | SAKLAR DIMMER H.VARIO 125 ORI (PK) | D | F:=IFERROR(VLOOKUP(A46,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R47: 35180-K03-N31 | SAKLAR KLAKSON H.VARIO 125 LED ORI (PK) | D | F:=IFERROR(VLOOKUP(A47,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R48: 37420B10E10N000 | SAKLAR DIMMER H.BEAT CARBU SGP (PK) | D | F:=IFERROR(VLOOKUP(A48,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R49: 37510B10E00N00 | SAKLAR SEN S.SMASH ORI (PK) | D | F:=IFERROR(VLOOKUP(A49,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R50: 38502-K59-A11 | RELAY STATER H.VARIO 150 ORI | D | F:=IFERROR(VLOOKUP(A50,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R51: 42711-K59-A12 | BAN TUBLES 90/90-14 H.AHM ORI | D | F:=IFERROR(VLOOKUP(A51,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R52: 42711-KVB-931 | BAN LUAR 90/90-14 H.AHM ORI | D | F:=IFERROR(VLOOKUP(A52,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R53: 43125-KPH-903 | KAMPAS REM H.KARISMA ORI | D | F:=IFERROR(VLOOKUP(A53,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R54: 44711-KVB-931 | BAN LUAR 80/90-14 H.AHM ORI | D | F:=IFERROR(VLOOKUP(A54,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R55: 44800-K25-900 | GIRBOX H.VARIO/BEAT ORI | D | F:=IFERROR(VLOOKUP(A55,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R56: 44830-KVB-T00 | KABEL KILOMETER H.VARIO ORI (PB) | D | F:=IFERROR(VLOOKUP(A56,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R57: 44D-W0054-01 | KOMSTIR ATAS Y.XEON/GT125/NMAX | D | F:=IFERROR(VLOOKUP(A57,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R58: 45351-KVY-961 | PIRINGAN DEPAN H.BEAT CARBU ORI | D | F:=IFERROR(VLOOKUP(A58,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R59: 50503-KZL-930 | AS STANDAR TENGAH H.BEAT FI ESP ORI | D | F:=IFERROR(VLOOKUP(A59,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R60: 51490-GN5-305 | SEAL SHOCK / SEAL SOK H.GRAND ORI | D | F:=IFERROR(VLOOKUP(A60,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R61: 52400-K25-901 | SHOCK BELAKANG H.BEAT FI ORI | D | F:=IFERROR(VLOOKUP(A61,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R62: 53175-KRS-T80 | HANDLE REM KANAN H.BEAT FI ORI (PK) | D | F:=IFERROR(VLOOKUP(A62,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R63: 53175-KVB-921 | HANDLE REM KANAN H.VARIO 110/ BEAT15-16 ESP ORI (PK) | D | F:=IFERROR(VLOOKUP(A63,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R64: 53178-K59-A10 | HANDLE REM KIRI H.VARIO 125 ORI (PK) | D | F:=IFERROR(VLOOKUP(A64,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R65: 53178-KVB-900 | HANDLE REM KIRI H.BEAT (PK) | D | F:=IFERROR(VLOOKUP(A65,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R66: 53178-KVB-N60 | HANDLE REM KIRI H.BEAT (PK) | D | F:=IFERROR(VLOOKUP(A66,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R67: 54P-E7465-00 | SEAL PULLY / SIL PULLY Y.MIO J ORI | D | F:=IFERROR(VLOOKUP(A67,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R68: 54P-E7465-10 | ORING PULLY Y.MIO J ORI | D | F:=IFERROR(VLOOKUP(A68,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R69: 54P-H3550-10 | KABEL KILOMETER Y.MIO J ORI (PB) | D | F:=IFERROR(VLOOKUP(A69,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R70: 54P-WE445-10 | FILTER UDARA Y.MIO J ORI | D | F:=IFERROR(VLOOKUP(A70,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R71: 5BP-F3145-00 | SEAL SHOCK / SEAL SOK Y.VIXION ORI | D | F:=IFERROR(VLOOKUP(A71,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R72: 5BP-F3873-01 | KOMSTIR BAWAH BAGIAN ATAS Y.NMAX ORI | D | F:=IFERROR(VLOOKUP(A72,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R73: 5BP-F3875-00 | KOMSTIR BAWAH BAGIAN BAWAH Y.NMAX ORI | D | F:=IFERROR(VLOOKUP(A73,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R74: 5MX-F530K-00 | KAMPAS REM Y.MIO/JUPITER MX/VIXION ORI | D | F:=IFERROR(VLOOKUP(A74,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R75: 8990876610057 | BAN DALAM 80/90-14 IRC | D | F:=IFERROR(VLOOKUP(A75,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R76: 8990876610101 | BAN DALAM 275-17 | D | F:=IFERROR(VLOOKUP(A76,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R77: 91009-KVB-903 | LAHER 60/22 UU / LAHER GEAR AS RODA H.VARIO ORI | D | F:=IFERROR(VLOOKUP(A77,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R78: 91109-KVY-901 | LAHER 20X29X18 BAMBU H.AHM | D | F:=IFERROR(VLOOKUP(A78,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R79: 91201-GCC-771 | OIL SEAL MAGHNET H.BEAT FI NON ESP/ 16X26X7 ORI | D | F:=IFERROR(VLOOKUP(A79,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R80: 91201-K44-V01 | OIL SEAL MAGHNET BEAT FI ESP | D | F:=IFERROR(VLOOKUP(A80,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R81: 91201-KWN-902 | OIL SEAL MAGHNET H.VARIO LED/ 20.8X32X6 ORI | D | F:=IFERROR(VLOOKUP(A81,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R82: 91202-K50-T01 | OIL SEAL KRUK AS / SIL KER AS H.BEAT/ 20.8X52X6X7.5 ORI (PK) | D | F:=IFERROR(VLOOKUP(A82,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R83: 93102-20815 | OIL SEAL GARDAN / SIL GARDAN Y.AEROX ORI (PK) | D | F:=IFERROR(VLOOKUP(A83,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R84: 93102-24802 | OIL SEAL KRUK AS / SIL KER AS Y.LEXI ORI (PK) | D | F:=IFERROR(VLOOKUP(A84,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R85: 93102-25824 | OIL SEAL KRUK AS / SIL KER AS Y.FREEGO ORI (PK) | D | F:=IFERROR(VLOOKUP(A85,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R86: 93102-30802 | OIL SEAL KRUK AS / SIL KER AS Y.NMAX ORI (PK) | D | F:=IFERROR(VLOOKUP(A86,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R87: 93102-32801 | OIL SEAL RODA BELAKANG Y.MIO M3 125 ORI (PK) | D | F:=IFERROR(VLOOKUP(A87,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R88: 93306-300YK | LAHER 6300 / LAHER RODA DEPAN YAMAHA ORI | D | F:=IFERROR(VLOOKUP(A88,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R89: B12P3C | BAUD 12 PANJANG 3CM | D | F:=IFERROR(VLOOKUP(A89,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R90: BAUD0004 | BAUD ACCU | D | F:=IFERROR(VLOOKUP(A90,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R91: BAUD0016 | BAUD MUR 6X30 | D | F:=IFERROR(VLOOKUP(A91,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R92: BAUD0038 | BAUD HANDLE MATIC KIRI HONDA / MIO | D | F:=IFERROR(VLOOKUP(A92,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R93: BAUD14 | BAUD 14  / BAUD 10X30 3CM | D | F:=IFERROR(VLOOKUP(A93,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R94: BD12P7 | BAUD 12 PANJANG 7 CM | D | F:=IFERROR(VLOOKUP(A94,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R95: BDKPLB | BAUD KLIP PLASTIK BESAR | D | F:=IFERROR(VLOOKUP(A95,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R96: BDSAPR | BOHLAM DEPAN H.SCOOPY ASPIRA (PS) | D | F:=IFERROR(VLOOKUP(A96,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R97: BLBLKG | BAN LUAR 80/90-17 FDR | D | F:=IFERROR(VLOOKUP(A97,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R98: BLT100/80-14FDR | BAN TUBLES 100/80-14 FDR | D | F:=IFERROR(VLOOKUP(A98,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R99: BNTLSF | BAN TUBLES 120/70-14 FDR | D | F:=IFERROR(VLOOKUP(A99,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R100: CR6HSA-NGK | BUSI NGK Y.MIO J CR6HSA | D | F:=IFERROR(VLOOKUP(A100,'NOSTOK PESALAKAN'!A:C,3,0),0) |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 

=== Sheet: NOSTOK PACUL ===
Data starts at row 1
R1: Kode Item | Nama Item | Kategori |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R2: 23411-K81-N00 | AS PULLY BELAKANG H.BEAT FI ESP ORI | E |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R3: 37211-K2F-N01 | MIKA SPIDOMETER H.SCOOPY ORI | E |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R4: 91205-KF0-003 | OIL SEAL WATER PUMP H.CB150R/ 12X20X5 ORI | E |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R5: L6204A | LAHER 6204 IMI | E |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R6: BAYUNG | BAUD 14 PAYUNG | E |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
R7: BB416 | BAUD BINTANG 4x16/BAUD DUDUKAN CAKRAM YAMAHA | E |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 
